generation,E_at,E_at_percentile,zvpe,zvpe_percentile,e_gap,e_gap_percentile,C_v,C_v_percentile,SMILES,coordList,functionalization
5,839.487194,0.7,0.054510,3.6,0.211800,49.6,16.963000,1.8,CC(=O)C#N,,[]
5,855.199404,0.9,0.045968,1.8,0.115100,0.2,18.951000,5.8,O=CC(=O)C=O,,[]
5,929.168338,1.3,0.074633,21.1,0.267800,81.8,16.822000,1.6,CN1C=NN=N1,,[]
5,942.772116,2.2,0.079595,33.6,0.254200,77.3,16.197000,1.1,O=CN1CC1,,[]
5,952.090005,2.7,0.062716,7.1,0.247800,74.4,15.897000,0.9,O=C1CN=CO1,,[]
5,953.388322,2.9,0.072528,18.0,0.294200,89.6,15.634000,0.4,O1C2C3OC2C13,,[]
5,956.906767,3.3,0.081779,35.3,0.272000,83.3,14.168000,0.0,C1CN=CO1,,[]
5,979.719874,4.9,0.057617,4.7,0.225100,61.6,16.669000,1.3,FC1=NC=NC=N1,,[]
5,1601.791351,80.7,0.126449,82.7,0.111400,0.0,28.215000,66.9,O=C1O[C-]2C[NH2+]CC2=C1,,[]
6,494.017501,0.0,0.015951,0.0,0.277000,85.8,10.398000,0.0,N#CC#N,,[]
6,660.735473,0.2,0.028773,0.2,0.148500,4.2,18.268000,4.5,O=C1N=NON=N1,,[]
6,795.631812,0.5,0.042706,1.3,0.172100,16.5,17.150000,2.2,FC1=CN=NN=N1,,[]
6,839.487194,0.9,0.054510,4.5,0.211800,50.4,16.963000,1.8,CC(=O)C#N,,[]
6,855.199404,1.1,0.045968,2.2,0.115100,0.4,18.951000,6.5,O=CC(=O)C=O,,[]
6,900.920999,1.6,0.045022,2.0,0.242200,72.7,17.121000,2.0,N#CC1=NOC=N1,,[]
6,929.168338,1.8,0.074633,23.8,0.267800,82.7,16.822000,1.6,CN1C=NN=N1,,[]
6,942.772116,2.7,0.079595,36.5,0.254200,78.2,16.197000,1.3,O=CN1CC1,,[]
6,952.090005,3.1,0.062716,8.7,0.247800,74.9,15.897000,1.1,O=C1CN=CO1,,[]
6,956.906767,3.6,0.081779,38.9,0.272000,84.4,14.168000,0.2,C1CN=CO1,,[]
6,979.719874,5.3,0.057617,6.0,0.225100,62.4,16.669000,1.5,FC1=NC=NC=N1,,[]
6,1462.122802,70.2,0.110168,72.4,0.090100,0.0,32.508000,92.4,NC=[NH+]CC(=O)C([O-])=O,,[]
6,1601.791351,83.5,0.126449,84.9,0.111400,0.2,28.215000,68.4,O=C1O[C-]2C[NH2+]CC2=C1,,[]
7,494.017501,0.0,0.015951,0.0,0.277000,82.9,10.398000,0.0,N#CC#N,,[]
7,660.735473,0.2,0.028773,0.3,0.148500,4.0,18.268000,5.1,O=C1N=NON=N1,,[]
7,783.223440,0.6,0.027023,0.2,0.211300,46.3,17.827000,3.5,N#CC#CC#N,,[]
7,795.631812,0.9,0.042706,1.5,0.172100,15.1,17.150000,2.6,FC1=CN=NN=N1,,[]
7,818.179483,1.1,0.043872,2.0,0.167200,13.1,16.536000,1.5,FC1=NC=NN=N1,,[]
7,855.199404,1.5,0.045968,2.5,0.115100,0.3,18.951000,6.9,O=CC(=O)C=O,,[]
7,942.772116,3.5,0.079595,34.9,0.254200,74.9,16.197000,1.4,O=CN1CC1,,[]
7,952.090005,4.0,0.062716,8.8,0.247800,71.7,15.897000,1.2,O=C1CN=CO1,,[]
7,956.906767,4.5,0.081779,37.2,0.272000,81.4,14.168000,0.3,C1CN=CO1,,[]
7,1462.122802,65.2,0.110168,66.6,0.090100,0.0,32.508000,91.4,NC=[NH+]CC(=O)C([O-])=O,,[]
7,1601.791351,78.2,0.126449,78.8,0.111400,0.2,28.215000,65.2,O=C1O[C-]2C[NH2+]CC2=C1,,[]
8,494.017501,0.0,0.015951,0.0,0.277000,82.8,10.398000,0.0,N#CC#N,,[]
8,660.735473,0.1,0.028773,0.3,0.148500,3.9,18.268000,5.7,O=C1N=NON=N1,,[]
8,672.823188,0.3,0.037354,1.1,0.238600,68.4,15.312000,0.5,C#CC#C,,[]
8,783.223440,0.7,0.027023,0.1,0.211300,45.7,17.827000,4.3,N#CC#CC#N,,[]
8,795.631812,0.9,0.042706,1.6,0.172100,15.1,17.150000,3.2,FC1=CN=NN=N1,,[]
8,798.442427,1.2,0.055704,5.6,0.219100,52.8,15.692000,1.3,O=CNC=O,,[]
8,818.179483,1.5,0.043872,2.1,0.167200,13.1,16.536000,2.0,FC1=NC=NN=N1,,[]
8,855.199404,2.0,0.045968,2.7,0.115100,0.3,18.951000,7.3,O=CC(=O)C=O,,[]
8,956.906767,4.9,0.081779,35.6,0.272000,81.5,14.168000,0.3,C1CN=CO1,,[]
8,1462.122802,61.6,0.110168,62.9,0.090100,0.0,32.508000,91.3,NC=[NH+]CC(=O)C([O-])=O,,[]
8,1601.791351,73.9,0.126449,75.2,0.111400,0.1,28.215000,65.1,O=C1O[C-]2C[NH2+]CC2=C1,,[]
9,494.017501,0.0,0.015951,0.0,0.277000,80.7,10.398000,0.0,N#CC#N,,[]
9,660.735473,0.1,0.028773,0.2,0.148500,3.5,18.268000,5.4,O=C1N=NON=N1,,[]
9,662.444181,0.2,0.038285,1.2,0.222700,55.4,14.948000,0.5,OC1=NON=N1,,[]
9,672.823188,0.4,0.037354,0.9,0.238600,66.4,15.312000,0.6,C#CC#C,,[]
9,783.223440,0.7,0.027023,0.1,0.211300,44.1,17.827000,4.0,N#CC#CC#N,,[]
9,795.631812,0.9,0.042706,1.5,0.172100,14.0,17.150000,3.1,FC1=CN=NN=N1,,[]
9,798.442427,1.2,0.055704,5.3,0.219100,51.2,15.692000,1.3,O=CNC=O,,[]
9,818.179483,1.4,0.043872,2.0,0.167200,12.2,16.536000,2.0,FC1=NC=NN=N1,,[]
9,855.199404,1.9,0.045968,2.5,0.115100,0.2,18.951000,6.8,O=CC(=O)C=O,,[]
9,956.906767,4.8,0.081779,32.7,0.272000,79.4,14.168000,0.2,C1CN=CO1,,[]
9,1462.122802,56.9,0.110168,58.2,0.090100,0.0,32.508000,89.2,NC=[NH+]CC(=O)C([O-])=O,,[]
9,1601.791351,68.7,0.126449,70.5,0.111400,0.1,28.215000,62.6,O=C1O[C-]2C[NH2+]CC2=C1,,[]
10,494.017501,0.0,0.015951,0.0,0.277000,79.6,10.398000,0.0,N#CC#N,,[]
10,660.735473,0.1,0.028773,0.2,0.148500,3.4,18.268000,5.4,O=C1N=NON=N1,,[]
10,662.444181,0.2,0.038285,1.2,0.222700,53.7,14.948000,0.6,OC1=NON=N1,,[]
10,672.823188,0.3,0.037354,0.9,0.238600,64.8,15.312000,0.7,C#CC#C,,[]
10,783.223440,0.7,0.027023,0.1,0.211300,42.2,17.827000,4.0,N#CC#CC#N,,[]
10,795.021873,0.9,0.051491,3.2,0.162700,10.4,14.143000,0.2,C1=NN=NC=N1,,[]
10,795.631812,1.1,0.042706,1.5,0.172100,13.4,17.150000,3.2,FC1=CN=NN=N1,,[]
10,818.179483,1.5,0.043872,1.9,0.167200,11.7,16.536000,2.1,FC1=NC=NN=N1,,[]
10,855.199404,1.9,0.045968,2.3,0.115100,0.2,18.951000,6.8,O=CC(=O)C=O,,[]
10,1462.122802,53.5,0.110168,54.5,0.090100,0.0,32.508000,87.1,NC=[NH+]CC(=O)C([O-])=O,,[]
10,1601.791351,64.7,0.126449,66.4,0.111400,0.1,28.215000,59.8,O=C1O[C-]2C[NH2+]CC2=C1,,[]
11,494.017501,0.0,0.015951,0.0,0.277000,80.8,10.398000,0.0,N#CC#N,,[]
11,612.158710,0.1,0.036943,0.8,0.155500,7.0,12.147000,0.1,O=CC=O,,[]
11,660.735473,0.2,0.028773,0.2,0.148500,3.9,18.268000,5.8,O=C1N=NON=N1,,[]
11,783.223440,1.1,0.027023,0.1,0.211300,43.5,17.827000,4.5,N#CC#CC#N,,[]
11,788.113621,1.2,0.051463,3.2,0.135500,1.0,14.117000,0.5,C1=NN=CN=N1,,[]
11,855.199404,2.4,0.045968,2.3,0.115100,0.2,18.951000,7.2,O=CC(=O)C=O,,[]
11,1462.122802,54.4,0.110168,55.5,0.090100,0.0,32.508000,88.0,NC=[NH+]CC(=O)C([O-])=O,,[]
11,1601.791351,65.7,0.126449,67.6,0.111400,0.1,28.215000,60.4,O=C1O[C-]2C[NH2+]CC2=C1,,[]
12,494.017501,0.0,0.015951,0.0,0.277000,79.5,10.398000,0.0,N#CC#N,,[]
12,585.659612,0.1,0.027259,0.2,0.255900,72.0,12.930000,0.3,C#CC#N,,[]
12,612.158710,0.2,0.036943,0.9,0.155500,6.7,12.147000,0.2,O=CC=O,,[]
12,660.735473,0.3,0.028773,0.3,0.148500,3.7,18.268000,5.6,O=C1N=NON=N1,,[]
12,783.223440,1.2,0.027023,0.1,0.211300,41.5,17.827000,4.3,N#CC#CC#N,,[]
12,788.113621,1.3,0.051463,3.1,0.135500,1.1,14.117000,0.7,C1=NN=CN=N1,,[]
12,855.199404,2.5,0.045968,2.3,0.115100,0.3,18.951000,7.0,O=CC(=O)C=O,,[]
12,1355.687155,40.9,0.096036,41.2,0.111100,0.2,26.008000,38.2,[NH2+]=C1O[CH-]C(=O)C=C1,,[]
12,1462.122802,50.9,0.110168,51.9,0.090100,0.0,32.508000,86.0,NC=[NH+]CC(=O)C([O-])=O,,[]
12,1745.757085,75.5,0.147999,76.1,0.106400,0.1,28.812000,64.3,CC12C3C1N1CC2=CC31,,[]
13,494.017501,0.0,0.015951,0.0,0.277000,77.8,10.398000,0.0,N#CC#N,,[]
13,551.957961,0.1,0.026540,0.1,0.206600,35.8,11.329000,0.2,O=CC#N,,[]
13,612.158710,0.2,0.036943,0.9,0.155500,6.5,12.147000,0.4,O=CC=O,,[]
13,660.735473,0.3,0.028773,0.3,0.148500,3.7,18.268000,5.6,O=C1N=NON=N1,,[]
13,788.113621,1.4,0.051463,3.1,0.135500,1.0,14.117000,0.9,C1=NN=CN=N1,,[]
13,855.199404,2.6,0.045968,2.3,0.115100,0.3,18.951000,7.0,O=CC(=O)C=O,,[]
13,1355.687155,39.4,0.096036,39.2,0.111100,0.2,26.008000,37.3,[NH2+]=C1O[CH-]C(=O)C=C1,,[]
13,1462.122802,48.7,0.110168,49.6,0.090100,0.0,32.508000,85.2,NC=[NH+]CC(=O)C([O-])=O,,[]
13,1745.757085,74.0,0.147999,74.5,0.106400,0.1,28.812000,63.0,CC12C3C1N1CC2=CC31,,[]
14,213.087785,0.0,0.021375,0.1,0.361500,98.1,6.002000,0.0,O,,[]
14,494.017501,0.1,0.015951,0.0,0.277000,77.2,10.398000,0.1,N#CC#N,,[]
14,551.957961,0.1,0.026540,0.1,0.206600,35.2,11.329000,0.3,O=CC#N,,[]
14,612.158710,0.3,0.036943,0.9,0.155500,6.2,12.147000,0.4,O=CC=O,,[]
14,660.735473,0.4,0.028773,0.4,0.148500,3.6,18.268000,5.5,O=C1N=NON=N1,,[]
14,788.113621,1.5,0.051463,3.0,0.135500,1.1,14.117000,1.0,C1=NN=CN=N1,,[]
14,855.199404,2.7,0.045968,2.2,0.115100,0.3,18.951000,6.7,O=CC(=O)C=O,,[]
14,1355.687155,37.9,0.096036,37.6,0.111100,0.1,26.008000,36.4,[NH2+]=C1O[CH-]C(=O)C=C1,,[]
14,1462.122802,47.0,0.110168,47.6,0.090100,0.0,32.508000,84.1,NC=[NH+]CC(=O)C([O-])=O,,[]
14,1745.757085,72.6,0.147999,73.3,0.106400,0.1,28.812000,61.7,CC12C3C1N1CC2=CC31,,[]
15,213.087785,0.0,0.021375,0.1,0.361500,98.1,6.002000,0.0,O,,[]
15,494.017501,0.1,0.015951,0.0,0.277000,76.6,10.398000,0.1,N#CC#N,,[]
15,551.957961,0.1,0.026540,0.1,0.206600,34.5,11.329000,0.3,O=CC#N,,[]
15,612.158710,0.3,0.036943,0.8,0.155500,6.2,12.147000,0.4,O=CC=O,,[]
15,660.735473,0.3,0.028773,0.3,0.148500,3.8,18.268000,5.4,O=C1N=NON=N1,,[]
15,788.113621,1.6,0.051463,3.0,0.135500,1.2,14.117000,1.0,C1=NN=CN=N1,,[]
15,855.199404,2.7,0.045968,2.2,0.115100,0.3,18.951000,6.7,O=CC(=O)C=O,,[]
15,1355.687155,36.2,0.096036,35.7,0.111100,0.2,26.008000,35.2,[NH2+]=C1O[CH-]C(=O)C=C1,,[]
15,1462.122802,45.0,0.110168,45.9,0.090100,0.0,32.508000,83.1,NC=[NH+]CC(=O)C([O-])=O,,[]
15,1745.757085,71.7,0.147999,72.1,0.106400,0.1,28.812000,60.1,CC12C3C1N1CC2=CC31,,[]
15,1746.193204,71.8,0.148111,72.2,0.105400,0.1,28.766000,59.6,CC12C3C1C1=CC2N3C1,,[]
16,213.087785,0.0,0.021375,0.1,0.361500,98.1,6.002000,0.0,O,,[]
16,494.017501,0.1,0.015951,0.0,0.277000,76.0,10.398000,0.1,N#CC#N,,[]
16,551.957961,0.2,0.026540,0.1,0.206600,33.6,11.329000,0.3,O=CC#N,,[]
16,612.158710,0.3,0.036943,0.8,0.155500,6.4,12.147000,0.5,O=CC=O,,[]
16,660.735473,0.4,0.028773,0.3,0.148500,4.0,18.268000,5.3,O=C1N=NON=N1,,[]
16,788.113621,1.5,0.051463,3.0,0.135500,1.5,14.117000,1.0,C1=NN=CN=N1,,[]
16,855.199404,2.6,0.045968,2.1,0.115100,0.5,18.951000,6.5,O=CC(=O)C=O,,[]
16,1355.687155,34.7,0.096036,34.1,0.111100,0.3,26.008000,34.4,[NH2+]=C1O[CH-]C(=O)C=C1,,[]
16,1462.122802,43.0,0.110168,43.8,0.090100,0.0,32.508000,81.9,NC=[NH+]CC(=O)C([O-])=O,,[]
16,1723.113405,68.5,0.137517,65.5,0.115000,0.4,24.578000,24.1,C1=C2C3C4C1C1C4C3C21,,[]
16,1745.757085,70.6,0.147999,70.8,0.106400,0.1,28.812000,58.8,CC12C3C1N1CC2=CC31,,[]
16,1746.193204,70.7,0.148111,71.0,0.105400,0.1,28.766000,58.4,CC12C3C1C1=CC2N3C1,,[]
16,1747.432535,70.8,0.148080,71.0,0.106500,0.2,28.759000,58.3,CC12C3C1C1=CC3N2C1,,[]
17,213.087785,0.0,0.021375,0.1,0.361500,98.2,6.002000,0.0,O,,[]
17,494.017501,0.1,0.015951,0.0,0.277000,75.3,10.398000,0.1,N#CC#N,,[]
17,551.957961,0.2,0.026540,0.2,0.206600,33.2,11.329000,0.4,O=CC#N,,[]
17,605.972721,0.3,0.025718,0.1,0.246900,62.5,13.622000,1.0,O=C1ON=NO1,,[]
17,612.158710,0.4,0.036943,0.8,0.155500,6.6,12.147000,0.5,O=CC=O,,[]
17,660.735473,0.4,0.028773,0.4,0.148500,4.0,18.268000,5.3,O=C1N=NON=N1,,[]
17,788.113621,1.6,0.051463,2.9,0.135500,1.6,14.117000,1.1,C1=NN=CN=N1,,[]
17,855.199404,2.7,0.045968,2.1,0.115100,0.5,18.951000,6.4,O=CC(=O)C=O,,[]
17,1355.687155,33.7,0.096036,33.2,0.111100,0.2,26.008000,34.0,[NH2+]=C1O[CH-]C(=O)C=C1,,[]
17,1462.122802,42.1,0.110168,42.8,0.090100,0.0,32.508000,81.8,NC=[NH+]CC(=O)C([O-])=O,,[]
17,1723.113405,68.2,0.137517,65.1,0.115000,0.4,24.578000,23.7,C1=C2C3C4C1C1C4C3C21,,[]
17,1745.757085,70.3,0.147999,70.7,0.106400,0.1,28.812000,58.6,CC12C3C1N1CC2=CC31,,[]
17,1746.193204,70.4,0.148111,70.9,0.105400,0.1,28.766000,58.2,CC12C3C1C1=CC2N3C1,,[]
17,1747.432535,70.5,0.148080,70.8,0.106500,0.2,28.759000,58.2,CC12C3C1C1=CC3N2C1,,[]
18,213.087785,0.0,0.021375,0.1,0.361500,98.2,6.002000,0.0,O,,[]
18,385.502288,0.1,0.026841,0.2,0.335100,95.1,8.574000,0.1,C#C,,[]
18,494.017501,0.2,0.015951,0.0,0.277000,75.0,10.398000,0.2,N#CC#N,,[]
18,551.957961,0.2,0.026540,0.2,0.206600,32.6,11.329000,0.4,O=CC#N,,[]
18,605.972721,0.3,0.025718,0.1,0.246900,61.9,13.622000,1.0,O=C1ON=NO1,,[]
18,612.158710,0.4,0.036943,0.9,0.155500,6.7,12.147000,0.5,O=CC=O,,[]
18,660.735473,0.5,0.028773,0.4,0.148500,4.0,18.268000,5.3,O=C1N=NON=N1,,[]
18,788.113621,1.7,0.051463,3.0,0.135500,1.7,14.117000,1.1,C1=NN=CN=N1,,[]
18,855.199404,2.7,0.045968,2.2,0.115100,0.5,18.951000,6.4,O=CC(=O)C=O,,[]
18,1355.687155,32.8,0.096036,32.4,0.111100,0.2,26.008000,33.6,[NH2+]=C1O[CH-]C(=O)C=C1,,[]
18,1462.122802,41.0,0.110168,41.9,0.090100,0.0,32.508000,80.9,NC=[NH+]CC(=O)C([O-])=O,,[]
18,1723.113405,67.5,0.137517,64.4,0.115000,0.3,24.578000,23.4,C1=C2C3C4C1C1C4C3C21,,[]
18,1745.757085,69.5,0.147999,70.1,0.106400,0.1,28.812000,58.0,CC12C3C1N1CC2=CC31,,[]
18,1746.193204,69.6,0.148111,70.3,0.105400,0.1,28.766000,57.6,CC12C3C1C1=CC2N3C1,,[]
18,1747.432535,69.8,0.148080,70.2,0.106500,0.2,28.759000,57.5,CC12C3C1C1=CC3N2C1,,[]
19,213.087785,0.0,0.021375,0.1,0.361500,98.3,6.002000,0.0,O,,[]
19,385.502288,0.1,0.026841,0.2,0.335100,95.2,8.574000,0.1,C#C,,[]
19,494.017501,0.2,0.015951,0.0,0.277000,74.7,10.398000,0.2,N#CC#N,,[]
19,551.957961,0.2,0.026540,0.2,0.206600,32.3,11.329000,0.4,O=CC#N,,[]
19,605.972721,0.3,0.025718,0.1,0.246900,61.5,13.622000,1.1,O=C1ON=NO1,,[]
19,612.158710,0.4,0.036943,0.8,0.155500,6.9,12.147000,0.5,O=CC=O,,[]
19,660.735473,0.5,0.028773,0.4,0.148500,4.1,18.268000,5.2,O=C1N=NON=N1,,[]
19,788.113621,1.6,0.051463,3.0,0.135500,1.7,14.117000,1.2,C1=NN=CN=N1,,[]
19,855.199404,2.8,0.045968,2.2,0.115100,0.5,18.951000,6.3,O=CC(=O)C=O,,[]
19,1355.687155,31.9,0.096036,31.4,0.111100,0.3,26.008000,33.1,[NH2+]=C1O[CH-]C(=O)C=C1,,[]
19,1462.122802,40.0,0.110168,40.8,0.090100,0.0,32.508000,80.6,NC=[NH+]CC(=O)C([O-])=O,,[]
19,1723.113405,66.5,0.137517,63.4,0.115000,0.4,24.578000,23.1,C1=C2C3C4C1C1C4C3C21,,[]
19,1745.757085,68.8,0.147999,69.6,0.106400,0.1,28.812000,57.4,CC12C3C1N1CC2=CC31,,[]
19,1746.193204,69.0,0.148111,69.8,0.105400,0.1,28.766000,57.0,CC12C3C1C1=CC2N3C1,,[]
19,1747.432535,69.1,0.148080,69.7,0.106500,0.2,28.759000,56.8,CC12C3C1C1=CC3N2C1,,[]
20,213.087785,0.0,0.021375,0.1,0.361500,98.3,6.002000,0.0,O,,[]
20,385.502288,0.1,0.026841,0.2,0.335100,95.2,8.574000,0.1,C#C,,[]
20,494.017501,0.2,0.015951,0.0,0.277000,74.4,10.398000,0.2,N#CC#N,,[]
20,551.957961,0.2,0.026540,0.2,0.206600,31.7,11.329000,0.5,O=CC#N,,[]
20,562.327555,0.3,0.033459,0.6,0.256300,66.6,10.694000,0.2,O1N=CN=N1,,[]
20,605.972721,0.4,0.025718,0.1,0.246900,61.4,13.622000,1.1,O=C1ON=NO1,,[]
20,612.158710,0.4,0.036943,0.8,0.155500,6.8,12.147000,0.6,O=CC=O,,[]
20,645.328861,0.5,0.055355,4.6,0.234200,55.7,11.219000,0.4,CC=O,,[]
20,660.735473,0.6,0.028773,0.4,0.148500,4.1,18.268000,5.2,O=C1N=NON=N1,,[]
20,788.113621,1.6,0.051463,2.9,0.135500,1.7,14.117000,1.2,C1=NN=CN=N1,,[]
20,855.199404,2.8,0.045968,2.1,0.115100,0.5,18.951000,6.3,O=CC(=O)C=O,,[]
20,1355.687155,31.0,0.096036,30.6,0.111100,0.3,26.008000,32.4,[NH2+]=C1O[CH-]C(=O)C=C1,,[]
20,1462.122802,39.0,0.110168,39.8,0.090100,0.0,32.508000,80.0,NC=[NH+]CC(=O)C([O-])=O,,[]
20,1723.113405,65.6,0.137517,62.6,0.115000,0.4,24.578000,22.5,C1=C2C3C4C1C1C4C3C21,,[]
20,1745.757085,68.0,0.147999,68.7,0.106400,0.1,28.812000,56.5,CC12C3C1N1CC2=CC31,,[]
20,1746.193204,68.1,0.148111,68.9,0.105400,0.1,28.766000,56.1,CC12C3C1C1=CC2N3C1,,[]
20,1747.432535,68.2,0.148080,68.8,0.106500,0.2,28.759000,56.0,CC12C3C1C1=CC3N2C1,,[]
21,213.087785,0.0,0.021375,0.0,0.361500,98.3,6.002000,0.0,O,,[]
21,385.502288,0.0,0.026841,0.2,0.335100,95.4,8.574000,0.1,C#C,,[]
21,494.017501,0.1,0.015951,0.0,0.277000,74.4,10.398000,0.1,N#CC#N,,[]
21,551.957961,0.2,0.026540,0.1,0.206600,31.0,11.329000,0.4,O=CC#N,,[]
21,562.327555,0.2,0.033459,0.6,0.256300,66.4,10.694000,0.2,O1N=CN=N1,,[]
21,605.972721,0.3,0.025718,0.1,0.246900,61.1,13.622000,1.1,O=C1ON=NO1,,[]
21,612.158710,0.4,0.036943,0.9,0.155500,6.7,12.147000,0.5,O=CC=O,,[]
21,645.328861,0.5,0.055355,4.5,0.234200,55.3,11.219000,0.4,CC=O,,[]
21,660.735473,0.5,0.028773,0.4,0.148500,4.0,18.268000,5.1,O=C1N=NON=N1,,[]
21,788.113621,1.7,0.051463,2.8,0.135500,1.6,14.117000,1.2,C1=NN=CN=N1,,[]
