generation,E_at,E_at_percentile,zvpe,zvpe_percentile,e_gap,e_gap_percentile,C_v,C_v_percentile,SMILES,coordList,functionalization
5,1032.418120,0.4,0.047625,0.4,0.211500,23.8,22.077000,1.6,O=C1ON=C(O1)C#C,,[]
5,1110.789661,0.7,0.066388,1.1,0.142700,0.7,23.317000,2.7,O=N(=O)C1=CN=NC=N1,,[]
5,1117.755016,0.9,0.060201,0.7,0.169300,4.0,21.528000,0.9,FC1=CN=CC(=O)O1,,[]
5,1265.428703,3.3,0.075293,2.0,0.191800,11.8,21.261000,0.7,N#CC1=NC=NC=C1,,[]
5,1378.771974,6.7,0.099367,7.1,0.142500,0.4,29.624000,33.8,CNC1=CON=NC1=O,,[]
5,1389.301583,7.1,0.089868,4.7,0.138200,0.2,25.030000,5.8,O=C1C2COC(O2)C1=O,,[]
5,1535.122235,17.6,0.113959,14.7,0.138100,0.0,28.930000,28.4,N=C1NCCC(=O)C1=O,,[]
6,358.757206,0.0,0.026603,0.2,0.226300,34.0,6.413000,0.0,C=O,,[]
6,494.017501,0.2,0.015951,0.0,0.277000,66.7,10.398000,0.2,N#CC#N,,[]
6,1032.418120,0.4,0.047625,0.4,0.211500,22.0,22.077000,1.5,O=C1ON=C(O1)C#C,,[]
6,1110.789661,0.5,0.066388,0.9,0.142700,0.5,23.317000,2.4,O=N(=O)C1=CN=NC=N1,,[]
6,1117.755016,0.7,0.060201,0.5,0.169300,3.5,21.528000,0.7,FC1=CN=CC(=O)O1,,[]
6,1265.428703,2.9,0.075293,1.8,0.191800,10.5,21.261000,0.5,N#CC1=NC=NC=C1,,[]
6,1378.771974,6.2,0.099367,6.7,0.142500,0.4,29.624000,32.2,CNC1=CON=NC1=O,,[]
6,1389.301583,6.5,0.089868,4.5,0.138200,0.2,25.030000,5.6,O=C1C2COC(O2)C1=O,,[]
6,1535.122235,17.1,0.113959,14.5,0.138100,0.0,28.930000,26.9,N=C1NCCC(=O)C1=O,,[]
7,358.757206,0.0,0.026603,0.2,0.226300,34.0,6.413000,0.0,C=O,,[]
7,494.017501,0.2,0.015951,0.0,0.277000,68.2,10.398000,0.2,N#CC#N,,[]
7,1032.418120,0.3,0.047625,0.3,0.211500,21.7,22.077000,1.2,O=C1ON=C(O1)C#C,,[]
7,1110.789661,0.5,0.066388,0.9,0.142700,0.8,23.317000,2.3,O=N(=O)C1=CN=NC=N1,,[]
7,1117.755016,0.6,0.060201,0.5,0.169300,3.5,21.528000,0.6,FC1=CN=CC(=O)O1,,[]
7,1182.442457,1.2,0.062988,0.6,0.142100,0.5,26.550000,9.5,O=C1ON=NC=CC1=O,,[]
7,1265.428703,2.9,0.075293,1.7,0.191800,10.5,21.261000,0.5,N#CC1=NC=NC=C1,,[]
7,1389.301583,6.6,0.089868,4.2,0.138200,0.2,25.030000,5.4,O=C1C2COC(O2)C1=O,,[]
7,1535.122235,16.8,0.113959,14.8,0.138100,0.0,28.930000,26.2,N=C1NCCC(=O)C1=O,,[]
8,358.757206,0.0,0.026603,0.1,0.226300,34.7,6.413000,0.0,C=O,,[]
8,494.017501,0.1,0.015951,0.0,0.277000,68.4,10.398000,0.1,N#CC#N,,[]
8,1032.418120,0.3,0.047625,0.3,0.211500,22.0,22.077000,1.1,O=C1ON=C(O1)C#C,,[]
8,1110.789661,0.4,0.066388,0.8,0.142700,0.7,23.317000,2.3,O=N(=O)C1=CN=NC=N1,,[]
8,1117.755016,0.5,0.060201,0.4,0.169300,3.6,21.528000,0.5,FC1=CN=CC(=O)O1,,[]
8,1180.864899,1.3,0.073496,1.3,0.169200,3.5,22.329000,1.2,FC1=NNC(=O)C=C1,,[]
8,1182.442457,1.5,0.062988,0.5,0.142100,0.4,26.550000,9.5,O=C1ON=NC=CC1=O,,[]
8,1265.428703,3.1,0.075293,1.7,0.191800,10.7,21.261000,0.4,N#CC1=NC=NC=C1,,[]
8,1389.301583,6.4,0.089868,4.1,0.138200,0.1,25.030000,5.1,O=C1C2COC(O2)C1=O,,[]
8,1535.122235,16.5,0.113959,14.4,0.138100,0.0,28.930000,25.5,N=C1NCCC(=O)C1=O,,[]
9,358.757206,0.0,0.026603,0.1,0.226300,35.1,6.413000,0.0,C=O,,[]
9,494.017501,0.1,0.015951,0.0,0.277000,68.6,10.398000,0.1,N#CC#N,,[]
9,1032.418120,0.2,0.047625,0.2,0.211500,22.2,22.077000,0.9,O=C1ON=C(O1)C#C,,[]
9,1056.489383,0.4,0.072067,1.3,0.156700,1.6,24.669000,4.4,NC1=NC(=N)ON=N1,,[]
9,1110.789661,0.5,0.066388,0.8,0.142700,0.6,23.317000,2.1,O=N(=O)C1=CN=NC=N1,,[]
9,1117.755016,0.6,0.060201,0.4,0.169300,3.8,21.528000,0.5,FC1=CN=CC(=O)O1,,[]
9,1180.864899,1.3,0.073496,1.4,0.169200,3.6,22.329000,1.1,FC1=NNC(=O)C=C1,,[]
9,1182.442457,1.4,0.062988,0.5,0.142100,0.4,26.550000,9.9,O=C1ON=NC=CC1=O,,[]
9,1200.647762,1.6,0.063480,0.6,0.147500,0.9,25.825000,6.8,O=CC(=O)C1=CON=N1,,[]
9,1265.428703,2.9,0.075293,1.8,0.191800,10.9,21.261000,0.4,N#CC1=NC=NC=C1,,[]
9,1389.301583,6.1,0.089868,4.0,0.138200,0.1,25.030000,4.8,O=C1C2COC(O2)C1=O,,[]
9,1535.122235,16.9,0.113959,14.7,0.138100,0.0,28.930000,25.5,N=C1NCCC(=O)C1=O,,[]
10,358.757206,0.0,0.026603,0.1,0.226300,34.4,6.413000,0.0,C=O,,[]
10,494.017501,0.1,0.015951,0.0,0.277000,69.1,10.398000,0.1,N#CC#N,,[]
10,1032.418120,0.2,0.047625,0.3,0.211500,21.7,22.077000,0.8,O=C1ON=C(O1)C#C,,[]
10,1056.489383,0.3,0.072067,1.4,0.156700,1.5,24.669000,4.0,NC1=NC(=N)ON=N1,,[]
10,1073.449709,0.4,0.037484,0.2,0.174400,4.7,23.324000,2.1,N#CC#CC#CC#N,,[]
10,1110.789661,0.5,0.066388,0.9,0.142700,0.5,23.317000,1.9,O=N(=O)C1=CN=NC=N1,,[]
10,1117.755016,0.6,0.060201,0.4,0.169300,3.5,21.528000,0.4,FC1=CN=CC(=O)O1,,[]
10,1180.864899,1.3,0.073496,1.5,0.169200,3.4,22.329000,0.9,FC1=NNC(=O)C=C1,,[]
10,1182.442457,1.4,0.062988,0.5,0.142100,0.3,26.550000,9.4,O=C1ON=NC=CC1=O,,[]
10,1200.647762,1.6,0.063480,0.7,0.147500,0.8,25.825000,6.4,O=CC(=O)C1=CON=N1,,[]
10,1265.428703,2.8,0.075293,1.8,0.191800,10.7,21.261000,0.3,N#CC1=NC=NC=C1,,[]
10,1389.301583,6.0,0.089868,3.9,0.138200,0.1,25.030000,4.4,O=C1C2COC(O2)C1=O,,[]
10,1535.122235,16.6,0.113959,14.5,0.138100,0.0,28.930000,25.2,N=C1NCCC(=O)C1=O,,[]
11,358.757206,0.0,0.026603,0.1,0.226300,33.9,6.413000,0.0,C=O,,[]
11,494.017501,0.1,0.015951,0.0,0.277000,69.0,10.398000,0.1,N#CC#N,,[]
11,1032.418120,0.2,0.047625,0.3,0.211500,21.1,22.077000,0.8,O=C1ON=C(O1)C#C,,[]
11,1056.489383,0.3,0.072067,1.2,0.156700,1.4,24.669000,3.6,NC1=NC(=N)ON=N1,,[]
11,1073.449709,0.4,0.037484,0.2,0.174400,4.5,23.324000,1.9,N#CC#CC#CC#N,,[]
11,1110.789661,0.5,0.066388,0.9,0.142700,0.6,23.317000,1.7,O=N(=O)C1=CN=NC=N1,,[]
11,1117.755016,0.6,0.060201,0.4,0.169300,3.3,21.528000,0.4,FC1=CN=CC(=O)O1,,[]
11,1180.864899,1.1,0.073496,1.3,0.169200,3.2,22.329000,0.9,FC1=NNC(=O)C=C1,,[]
11,1182.442457,1.2,0.062988,0.5,0.142100,0.4,26.550000,8.9,O=C1ON=NC=CC1=O,,[]
11,1200.647762,1.4,0.063480,0.7,0.147500,0.9,25.825000,6.0,O=CC(=O)C1=CON=N1,,[]
11,1265.428703,2.7,0.075293,1.7,0.191800,10.3,21.261000,0.3,N#CC1=NC=NC=C1,,[]
11,1389.301583,5.7,0.089868,3.8,0.138200,0.2,25.030000,4.2,O=C1C2COC(O2)C1=O,,[]
11,1468.069082,10.5,0.113634,14.0,0.136200,0.0,29.700000,31.2,CN=C1NN=C(O)N=C1,,[]
11,1535.122235,16.3,0.113959,14.6,0.138100,0.1,28.930000,24.1,N=C1NCCC(=O)C1=O,,[]
12,358.757206,0.0,0.026603,0.1,0.226300,34.3,6.413000,0.0,C=O,,[]
12,494.017501,0.1,0.015951,0.0,0.277000,69.6,10.398000,0.1,N#CC#N,,[]
12,826.149481,0.2,0.042699,0.3,0.154300,1.2,17.906000,0.2,O=C1ON=NC=N1,,[]
12,1073.449709,0.5,0.037484,0.2,0.174400,4.5,23.324000,2.2,N#CC#CC#CC#N,,[]
12,1110.789661,0.6,0.066388,0.9,0.142700,0.5,23.317000,2.0,O=N(=O)C1=CN=NC=N1,,[]
12,1182.442457,1.5,0.062988,0.5,0.142100,0.3,26.550000,9.3,O=C1ON=NC=CC1=O,,[]
12,1200.647762,1.7,0.063480,0.7,0.147500,0.8,25.825000,6.3,O=CC(=O)C1=CON=N1,,[]
12,1389.301583,5.9,0.089868,3.8,0.138200,0.2,25.030000,4.4,O=C1C2COC(O2)C1=O,,[]
12,1468.069082,10.6,0.113634,13.9,0.136200,0.0,29.700000,31.5,CN=C1NN=C(O)N=C1,,[]
12,1535.122235,16.3,0.113959,14.5,0.138100,0.1,28.930000,24.4,N=C1NCCC(=O)C1=O,,[]
13,358.757206,0.0,0.026603,0.1,0.226300,34.7,6.413000,0.0,C=O,,[]
13,494.017501,0.1,0.015951,0.0,0.277000,69.8,10.398000,0.1,N#CC#N,,[]
13,826.149481,0.2,0.042699,0.2,0.154300,1.2,17.906000,0.2,O=C1ON=NC=N1,,[]
13,1073.449709,0.5,0.037484,0.2,0.174400,4.9,23.324000,2.2,N#CC#CC#CC#N,,[]
13,1110.789661,0.6,0.066388,0.9,0.142700,0.5,23.317000,2.0,O=N(=O)C1=CN=NC=N1,,[]
13,1182.442457,1.4,0.062988,0.5,0.142100,0.3,26.550000,9.6,O=C1ON=NC=CC1=O,,[]
13,1200.647762,1.5,0.063480,0.6,0.147500,0.7,25.825000,6.6,O=CC(=O)C1=CON=N1,,[]
13,1389.301583,6.2,0.089868,4.0,0.138200,0.2,25.030000,4.6,O=C1C2COC(O2)C1=O,,[]
13,1468.069082,11.4,0.113634,14.5,0.136200,0.0,29.700000,31.6,CN=C1NN=C(O)N=C1,,[]
13,1535.122235,16.9,0.113959,15.3,0.138100,0.1,28.930000,24.9,N=C1NCCC(=O)C1=O,,[]
14,358.757206,0.0,0.026603,0.1,0.226300,34.7,6.413000,0.0,C=O,,[]
14,494.017501,0.1,0.015951,0.0,0.277000,69.6,10.398000,0.1,N#CC#N,,[]
14,826.149481,0.1,0.042699,0.2,0.154300,1.1,17.906000,0.1,O=C1ON=NC=N1,,[]
14,1073.449709,0.4,0.037484,0.1,0.174400,5.1,23.324000,2.2,N#CC#CC#CC#N,,[]
14,1110.789661,0.5,0.066388,0.9,0.142700,0.4,23.317000,2.1,O=N(=O)C1=CN=NC=N1,,[]
14,1182.442457,1.3,0.062988,0.5,0.142100,0.3,26.550000,9.6,O=C1ON=NC=CC1=O,,[]
14,1200.647762,1.5,0.063480,0.7,0.147500,0.7,25.825000,6.7,O=CC(=O)C1=CON=N1,,[]
14,1389.301583,6.1,0.089868,4.0,0.138200,0.1,25.030000,4.7,O=C1C2COC(O2)C1=O,,[]
14,1468.069082,11.2,0.113634,14.3,0.136200,0.0,29.700000,31.6,CN=C1NN=C(O)N=C1,,[]
14,1535.122235,16.7,0.113959,15.0,0.138100,0.1,28.930000,24.9,N=C1NCCC(=O)C1=O,,[]
15,358.757206,0.0,0.026603,0.1,0.226300,34.1,6.413000,0.0,C=O,,[]
15,494.017501,0.1,0.015951,0.0,0.277000,69.4,10.398000,0.1,N#CC#N,,[]
15,826.149481,0.1,0.042699,0.2,0.154300,1.2,17.906000,0.1,O=C1ON=NC=N1,,[]
15,1073.449709,0.5,0.037484,0.1,0.174400,5.1,23.324000,2.3,N#CC#CC#CC#N,,[]
15,1110.789661,0.6,0.066388,0.8,0.142700,0.4,23.317000,2.1,O=N(=O)C1=CN=NC=N1,,[]
15,1145.810337,1.0,0.074335,1.5,0.153200,1.2,22.763000,1.8,OC1=NNC(=O)C=N1,,[]
15,1182.442457,1.4,0.062988,0.5,0.142100,0.3,26.550000,9.7,O=C1ON=NC=CC1=O,,[]
15,1200.647762,1.6,0.063480,0.6,0.147500,0.6,25.825000,6.8,O=CC(=O)C1=CON=N1,,[]
15,1389.301583,6.1,0.089868,3.9,0.138200,0.1,25.030000,4.8,O=C1C2COC(O2)C1=O,,[]
15,1468.069082,11.2,0.113634,14.1,0.136200,0.0,29.700000,31.3,CN=C1NN=C(O)N=C1,,[]
15,1535.122235,16.5,0.113959,14.8,0.138100,0.1,28.930000,24.6,N=C1NCCC(=O)C1=O,,[]
16,358.757206,0.0,0.026603,0.1,0.226300,33.7,6.413000,0.0,C=O,,[]
16,494.017501,0.1,0.015951,0.0,0.277000,69.3,10.398000,0.1,N#CC#N,,[]
16,826.149481,0.1,0.042699,0.2,0.154300,1.3,17.906000,0.1,O=C1ON=NC=N1,,[]
16,1073.449709,0.5,0.037484,0.1,0.174400,5.2,23.324000,2.2,N#CC#CC#CC#N,,[]
16,1110.789661,0.5,0.066388,0.8,0.142700,0.5,23.317000,2.1,O=N(=O)C1=CN=NC=N1,,[]
16,1145.810337,1.0,0.074335,1.4,0.153200,1.2,22.763000,1.7,OC1=NNC(=O)C=N1,,[]
16,1182.442457,1.4,0.062988,0.5,0.142100,0.3,26.550000,9.5,O=C1ON=NC=CC1=O,,[]
16,1200.647762,1.5,0.063480,0.6,0.147500,0.7,25.825000,6.7,O=CC(=O)C1=CON=N1,,[]
16,1389.301583,6.0,0.089868,3.8,0.138200,0.2,25.030000,4.7,O=C1C2COC(O2)C1=O,,[]
16,1439.182311,8.9,0.088526,3.5,0.138100,0.1,26.777000,10.5,O=C1C=CC2(CO2)C1=O,,[]
16,1468.069082,11.2,0.113634,14.2,0.136200,0.0,29.700000,31.3,CN=C1NN=C(O)N=C1,,[]
17,358.757206,0.0,0.026603,0.1,0.226300,34.0,6.413000,0.0,C=O,,[]
17,494.017501,0.1,0.015951,0.0,0.277000,69.3,10.398000,0.1,N#CC#N,,[]
17,826.149481,0.1,0.042699,0.2,0.154300,1.2,17.906000,0.1,O=C1ON=NC=N1,,[]
17,1073.449709,0.5,0.037484,0.1,0.174400,4.9,23.324000,2.3,N#CC#CC#CC#N,,[]
17,1110.789661,0.7,0.066388,1.0,0.142700,0.4,23.317000,2.2,O=N(=O)C1=CN=NC=N1,,[]
17,1145.810337,1.2,0.074335,1.6,0.153200,1.2,22.763000,1.8,OC1=NNC(=O)C=N1,,[]
17,1182.442457,1.6,0.062988,0.6,0.142100,0.3,26.550000,9.4,O=C1ON=NC=CC1=O,,[]
17,1200.647762,1.7,0.063480,0.7,0.147500,0.7,25.825000,6.7,O=CC(=O)C1=CON=N1,,[]
17,1389.301583,6.2,0.089868,3.9,0.138200,0.2,25.030000,4.7,O=C1C2COC(O2)C1=O,,[]
17,1439.182311,9.1,0.088526,3.6,0.138100,0.1,26.777000,10.4,O=C1C=CC2(CO2)C1=O,,[]
17,1468.069082,11.3,0.113634,14.2,0.136200,0.0,29.700000,30.9,CN=C1NN=C(O)N=C1,,[]
18,358.757206,0.0,0.026603,0.1,0.226300,34.2,6.413000,0.0,C=O,,[]
18,494.017501,0.1,0.015951,0.0,0.277000,69.1,10.398000,0.1,N#CC#N,,[]
18,826.149481,0.1,0.042699,0.2,0.154300,1.3,17.906000,0.1,O=C1ON=NC=N1,,[]
18,1073.449709,0.6,0.037484,0.1,0.174400,4.9,23.324000,2.3,N#CC#CC#CC#N,,[]
18,1110.789661,0.7,0.066388,1.0,0.142700,0.4,23.317000,2.2,O=N(=O)C1=CN=NC=N1,,[]
18,1145.810337,1.2,0.074335,1.5,0.153200,1.2,22.763000,1.8,OC1=NNC(=O)C=N1,,[]
18,1182.442457,1.6,0.062988,0.6,0.142100,0.3,26.550000,9.6,O=C1ON=NC=CC1=O,,[]
18,1200.647762,1.8,0.063480,0.7,0.147500,0.7,25.825000,6.8,O=CC(=O)C1=CON=N1,,[]
18,1389.301583,6.4,0.089868,3.9,0.138200,0.2,25.030000,4.7,O=C1C2COC(O2)C1=O,,[]
18,1439.182311,9.2,0.088526,3.7,0.138100,0.1,26.777000,10.6,O=C1C=CC2(CO2)C1=O,,[]
18,1468.069082,11.5,0.113634,14.6,0.136200,0.0,29.700000,31.0,CN=C1NN=C(O)N=C1,,[]
19,358.757206,0.0,0.026603,0.1,0.226300,34.4,6.413000,0.0,C=O,,[]
19,494.017501,0.1,0.015951,0.0,0.277000,69.1,10.398000,0.1,N#CC#N,,[]
19,792.747151,0.1,0.041330,0.2,0.151400,1.0,19.012000,0.4,O=C1C=NON=N1,,[]
19,826.149481,0.2,0.042699,0.2,0.154300,1.2,17.906000,0.1,O=C1ON=NC=N1,,[]
19,1073.449709,0.6,0.037484,0.1,0.174400,4.8,23.324000,2.5,N#CC#CC#CC#N,,[]
19,1110.789661,0.8,0.066388,1.0,0.142700,0.4,23.317000,2.4,O=N(=O)C1=CN=NC=N1,,[]
19,1182.442457,1.6,0.062988,0.6,0.142100,0.3,26.550000,9.8,O=C1ON=NC=CC1=O,,[]
19,1200.647762,1.8,0.063480,0.8,0.147500,0.6,25.825000,7.1,O=CC(=O)C1=CON=N1,,[]
19,1389.301583,6.6,0.089868,4.0,0.138200,0.2,25.030000,5.0,O=C1C2COC(O2)C1=O,,[]
19,1439.182311,9.4,0.088526,3.7,0.138100,0.1,26.777000,10.9,O=C1C=CC2(CO2)C1=O,,[]
19,1468.069082,11.6,0.113634,14.7,0.136200,0.0,29.700000,31.3,CN=C1NN=C(O)N=C1,,[]
20,358.757206,0.0,0.026603,0.1,0.226300,34.3,6.413000,0.0,C=O,,[]
20,494.017501,0.1,0.015951,0.0,0.277000,69.1,10.398000,0.1,N#CC#N,,[]
20,792.747151,0.1,0.041330,0.2,0.151400,1.0,19.012000,0.5,O=C1C=NON=N1,,[]
20,826.149481,0.2,0.042699,0.2,0.154300,1.2,17.906000,0.2,O=C1ON=NC=N1,,[]
20,1073.449709,0.7,0.037484,0.1,0.174400,4.9,23.324000,2.6,N#CC#CC#CC#N,,[]
20,1110.789661,0.8,0.066388,1.0,0.142700,0.4,23.317000,2.5,O=N(=O)C1=CN=NC=N1,,[]
20,1182.442457,1.6,0.062988,0.6,0.142100,0.3,26.550000,9.9,O=C1ON=NC=CC1=O,,[]
20,1200.647762,1.8,0.063480,0.7,0.147500,0.6,25.825000,7.2,O=CC(=O)C1=CON=N1,,[]
20,1389.301583,6.6,0.089868,4.0,0.138200,0.2,25.030000,5.1,O=C1C2COC(O2)C1=O,,[]
20,1439.182311,9.4,0.088526,3.7,0.138100,0.1,26.777000,11.1,O=C1C=CC2(CO2)C1=O,,[]
20,1468.069082,11.5,0.113634,14.7,0.136200,0.0,29.700000,31.7,CN=C1NN=C(O)N=C1,,[]
21,358.757206,0.0,0.026603,0.0,0.226300,34.2,6.413000,0.0,C=O,,[]
21,494.017501,0.0,0.015951,0.0,0.277000,68.8,10.398000,0.0,N#CC#N,,[]
21,792.747151,0.1,0.041330,0.1,0.151400,1.0,19.012000,0.4,O=C1C=NON=N1,,[]
21,826.149481,0.1,0.042699,0.2,0.154300,1.2,17.906000,0.1,O=C1ON=NC=N1,,[]
21,1073.449709,0.6,0.037484,0.1,0.174400,4.8,23.324000,2.6,N#CC#CC#CC#N,,[]
21,1110.789661,0.8,0.066388,0.9,0.142700,0.3,23.317000,2.5,O=N(=O)C1=CN=NC=N1,,[]
21,1182.442457,1.6,0.062988,0.6,0.142100,0.2,26.550000,10.0,O=C1ON=NC=CC1=O,,[]
21,1200.647762,1.8,0.063480,0.7,0.147500,0.6,25.825000,7.3,O=CC(=O)C1=CON=N1,,[]
21,1389.301583,6.6,0.089868,4.0,0.138200,0.1,25.030000,5.2,O=C1C2COC(O2)C1=O,,[]
21,1439.182311,9.5,0.088526,3.7,0.138100,0.0,26.777000,11.3,O=C1C=CC2(CO2)C1=O,,[]
21,1468.069082,11.5,0.113634,14.7,0.136200,0.0,29.700000,31.9,CN=C1NN=C(O)N=C1,,[]
22,358.757206,0.0,0.026603,0.0,0.226300,34.0,6.413000,0.0,C=O,,[]
22,494.017501,0.0,0.015951,0.0,0.277000,68.5,10.398000,0.0,N#CC#N,,[]
22,792.747151,0.1,0.041330,0.1,0.151400,1.0,19.012000,0.5,O=C1C=NON=N1,,[]
22,826.149481,0.2,0.042699,0.2,0.154300,1.2,17.906000,0.2,O=C1ON=NC=N1,,[]
22,1073.449709,0.7,0.037484,0.1,0.174400,4.8,23.324000,2.7,N#CC#CC#CC#N,,[]
22,1110.789661,0.8,0.066388,0.9,0.142700,0.4,23.317000,2.6,O=N(=O)C1=CN=NC=N1,,[]
22,1182.442457,1.6,0.062988,0.6,0.142100,0.3,26.550000,9.9,O=C1ON=NC=CC1=O,,[]
22,1200.647762,1.8,0.063480,0.7,0.147500,0.7,25.825000,7.3,O=CC(=O)C1=CON=N1,,[]
22,1389.301583,6.5,0.089868,4.0,0.138200,0.2,25.030000,5.3,O=C1C2COC(O2)C1=O,,[]
22,1439.182311,9.5,0.088526,3.7,0.138100,0.1,26.777000,11.2,O=C1C=CC2(CO2)C1=O,,[]
22,1468.069082,11.5,0.113634,14.7,0.136200,0.0,29.700000,32.0,CN=C1NN=C(O)N=C1,,[]
22,1873.088170,69.1,0.167028,70.3,0.124600,0.0,37.133000,91.3,CC(N(C)C)C(=O)C=O,,[]
23,358.757206,0.0,0.026603,0.0,0.226300,34.3,6.413000,0.0,C=O,,[]
23,494.017501,0.0,0.015951,0.0,0.277000,68.7,10.398000,0.0,N#CC#N,,[]
23,792.747151,0.2,0.041330,0.2,0.151400,1.0,19.012000,0.4,O=C1C=NON=N1,,[]
23,826.149481,0.2,0.042699,0.2,0.154300,1.2,17.906000,0.2,O=C1ON=NC=N1,,[]
23,1073.449709,0.8,0.037484,0.1,0.174400,4.8,23.324000,2.8,N#CC#CC#CC#N,,[]
23,1110.789661,0.9,0.066388,1.0,0.142700,0.4,23.317000,2.7,O=N(=O)C1=CN=NC=N1,,[]
23,1182.442457,1.7,0.062988,0.7,0.142100,0.3,26.550000,10.0,O=C1ON=NC=CC1=O,,[]
23,1200.647762,2.0,0.063480,0.8,0.147500,0.6,25.825000,7.3,O=CC(=O)C1=CON=N1,,[]
23,1389.301583,6.6,0.089868,4.0,0.138200,0.2,25.030000,5.3,O=C1C2COC(O2)C1=O,,[]
23,1439.182311,9.5,0.088526,3.7,0.138100,0.1,26.777000,11.2,O=C1C=CC2(CO2)C1=O,,[]
23,1468.069082,11.5,0.113634,14.8,0.136200,0.0,29.700000,32.2,CN=C1NN=C(O)N=C1,,[]
23,1873.088170,69.2,0.167028,70.4,0.124600,0.0,37.133000,91.5,CC(N(C)C)C(=O)C=O,,[]
24,358.757206,0.0,0.026603,0.0,0.226300,34.6,6.413000,0.0,C=O,,[]
24,494.017501,0.0,0.015951,0.0,0.277000,68.9,10.398000,0.0,N#CC#N,,[]
24,792.747151,0.2,0.041330,0.2,0.151400,1.1,19.012000,0.4,O=C1C=NON=N1,,[]
24,826.149481,0.2,0.042699,0.3,0.154300,1.3,17.906000,0.2,O=C1ON=NC=N1,,[]
24,848.879756,0.3,0.035271,0.1,0.166200,3.2,20.219000,0.7,FC1=NC(=O)ON=N1,,[]
24,1110.789661,0.9,0.066388,1.0,0.142700,0.4,23.317000,2.6,O=N(=O)C1=CN=NC=N1,,[]
24,1182.442457,1.7,0.062988,0.7,0.142100,0.3,26.550000,10.0,O=C1ON=NC=CC1=O,,[]
24,1200.647762,1.9,0.063480,0.8,0.147500,0.7,25.825000,7.4,O=CC(=O)C1=CON=N1,,[]
24,1342.710887,4.9,0.102209,8.9,0.093800,0.0,30.012000,34.2,NC(=[NH2+])C1=NOC(=N)[N-]1,,[]
24,1389.301583,6.5,0.089868,3.9,0.138200,0.2,25.030000,5.4,O=C1C2COC(O2)C1=O,,[]
24,1439.182311,9.4,0.088526,3.6,0.138100,0.1,26.777000,11.2,O=C1C=CC2(CO2)C1=O,,[]
24,1468.069082,11.4,0.113634,14.7,0.136200,0.1,29.700000,32.0,CN=C1NN=C(O)N=C1,,[]
25,358.757206,0.0,0.026603,0.0,0.226300,34.5,6.413000,0.0,C=O,,[]
25,494.017501,0.0,0.015951,0.0,0.277000,68.7,10.398000,0.0,N#CC#N,,[]
25,792.747151,0.2,0.041330,0.2,0.151400,1.1,19.012000,0.4,O=C1C=NON=N1,,[]
